"Issuer","IIN","Format","Type","Country","Scheme"
"nordea","45712111","4571 2111 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712112","4571 2112 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712113","4571 2113 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712114","4571 2114 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712115","4571 2115 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712116","4571 2116 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712117","4571 2117 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712118","4571 2118 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712119","4571 2119 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712120","4571 2120 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712121","4571 2121 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712122","4571 2122 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712123","4571 2123 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712124","4571 2124 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712125","4571 2125 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712126","4571 2126 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712127","4571 2127 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712128","4571 2128 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712129","4571 2129 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712130","4571 2130 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712131","4571 2131 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712132","4571 2132 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712133","4571 2133 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712134","4571 2134 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712135","4571 2135 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712136","4571 2136 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712137","4571 2137 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712138","4571 2138 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712139","4571 2139 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712140-45712141","4571 2140 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712142-45712143","4571 2142 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712144","4571 2144 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712145","4571 2145 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712147","4571 2147 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712148","4571 2148 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712149","4571 2149 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712150","4571 2150 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712152-45712153","4571 2152 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712155-45712156","4571 2155 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712157","4571 2157 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712159","4571 2159 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712161-45712162","4571 2161 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712164","4571 2164 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712165","4571 2165 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712166","4571 2166 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712168","4571 2168 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712170","4571 2170 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712172","4571 2172 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712173","4571 2173 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712174","4571 2174 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712177","4571 2177 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712178","4571 2178 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712181","4571 2181 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712182","4571 2182 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712183","4571 2183 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712185","4571 2185 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712186","4571 2186 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712187","4571 2187 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712189","4571 2189 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712190","4571 2190 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712191","4571 2191 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712193","4571 2193 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712194-45712195","4571 2194 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712196-45712197","4571 2196 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712198","4571 2198 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712199","4571 2199 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712201","4571 2201 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712202","4571 2202 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712203","4571 2203 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712204","4571 2204 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712205-45712208","4571 2205 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712209","4571 2209 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712210-45712214","4571 2210 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712215","4571 2215 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712216-45712217","4571 2216 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712218","4571 2218 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712219","4571 2219 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712220","4571 2220 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712222","4571 2222 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712223","4571 2223 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712224","4571 2224 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712226","4571 2226 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712228-45712229","4571 2228 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712230","4571 2230 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712232-45712233","4571 2232 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712235","4571 2235 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712236","4571 2236 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712237","4571 2237 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712239","4571 2239 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712241","4571 2241 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712242","4571 2242 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712243","4571 2243 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712245","4571 2245 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712246-45712247","4571 2246 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712251","4571 2251 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712252","4571 2252 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712253","4571 2253 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712254","4571 2254 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712255","4571 2255 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712256","4571 2256 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712257","4571 2257 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712259","4571 2259 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712260","4571 2260 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712261","4571 2261 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712262","4571 2262 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712263","4571 2263 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712264","4571 2264 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712265","4571 2265 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712266","4571 2266 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712267","4571 2267 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712268","4571 2268 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712269","4571 2269 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712270","4571 2270 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712271","4571 2271 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712272","4571 2272 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712273","4571 2273 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712274","4571 2274 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712275","4571 2275 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712276","4571 2276 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712277","4571 2277 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712278","4571 2278 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712279","4571 2279 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712280","4571 2280 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712281","4571 2281 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712282","4571 2282 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712283","4571 2283 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712284-45712285","4571 2284 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712286","4571 2286 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712287","4571 2287 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712288","4571 2288 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712289-45712290","4571 2289 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712291","4571 2291 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712292","4571 2292 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712293","4571 2293 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712294","4571 2294 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712295","4571 2295 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712296","4571 2296 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712300","4571 2300 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712301","4571 2301 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712302","4571 2302 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712305","4571 2305 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712306","4571 2306 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712307","4571 2307 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712308","4571 2308 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712310","4571 2310 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712311","4571 2311 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712313","4571 2313 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712314","4571 2314 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712315","4571 2315 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712316","4571 2316 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712317","4571 2317 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712318","4571 2318 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712320-45712322","4571 2320 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712323","4571 2323 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712324","4571 2324 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712325","4571 2325 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712330","4571 2330 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712331","4571 2331 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712332","4571 2332 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712334-45712335","4571 2334 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712336","4571 2336 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712340-45712341","4571 2340 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712342","4571 2342 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712343","4571 2343 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712344","4571 2344 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712346","4571 2346 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712347","4571 2347 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712348","4571 2348 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712350-45712352","4571 2350 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712356","4571 2356 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712358","4571 2358 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712360","4571 2360 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712361","4571 2361 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712362-45712363","4571 2362 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712364","4571 2364 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712366","4571 2366 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712370","4571 2370 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712371","4571 2371 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712373","4571 2373 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712374","4571 2374 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712375","4571 2375 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712376","4571 2376 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712377","4571 2377 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712378-45712379","4571 2378 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712380-45712384","4571 2380 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712390","4571 2390 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712392","4571 2392 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712393","4571 2393 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712400-45712401","4571 2400 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712402","4571 2402 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712403","4571 2403 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712404","4571 2404 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712405","4571 2405 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712406","4571 2406 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712407","4571 2407 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712408","4571 2408 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712409","4571 2409 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712410","4571 2410 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712411","4571 2411 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712412","4571 2412 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712413","4571 2413 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712414","4571 2414 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712415","4571 2415 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712416","4571 2416 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712417","4571 2417 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712418","4571 2418 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712419","4571 2419 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712420","4571 2420 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712421","4571 2421 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712423","4571 2423 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712424","4571 2424 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712425","4571 2425 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712426","4571 2426 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712427","4571 2427 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712428-45712429","4571 2428 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712430","4571 2430 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712431-45712432","4571 2431 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712433","4571 2433 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712434","4571 2434 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712435","4571 2435 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712436","4571 2436 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712437","4571 2437 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712438","4571 2438 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712440","4571 2440 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712441","4571 2441 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712442-45712443","4571 2442 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712444","4571 2444 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712445-45712446","4571 2445 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712447-45712448","4571 2447 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712449-45712450","4571 2449 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712451","4571 2451 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712452","4571 2452 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712453-45712454","4571 2453 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712455","4571 2455 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712456","4571 2456 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712457","4571 2457 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712459","4571 2459 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712460","4571 2460 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712462","4571 2462 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712463","4571 2463 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712464","4571 2464 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712465","4571 2465 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712466","4571 2466 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712468","4571 2468 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712469","4571 2469 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712470-45712472","4571 2470 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712473","4571 2473 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712474","4571 2474 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712475","4571 2475 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712480","4571 2480 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712481-45712482","4571 2481 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712483","4571 2483 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712484","4571 2484 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712490-45712492","4571 2490 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712495","4571 2495 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712500","4571 2500 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712501","4571 2501 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712502","4571 2502 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712504","4571 2504 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712510","4571 2510 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712520-45712522","4571 2520 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712523","4571 2523 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712524","4571 2524 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712530","4571 2530 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712540","4571 2540 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712541","4571 2541 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712543","4571 2543 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712550","4571 2550 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712560","4571 2560 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712561-45712562","4571 2561 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712570-45712572","4571 2570 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712580","4571 2580 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712589","4571 2589 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712590","4571 2590 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712591","4571 2591 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712592","4571 2592 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712593","4571 2593 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712594","4571 2594 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712595-45712599","4571 2595 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712600","4571 2600 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712601","4571 2601 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712603","4571 2603 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712610","4571 2610 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712620","4571 2620 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712630","4571 2630 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712640","4571 2640 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712641","4571 2641 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712643-45712647","4571 2643 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712648","4571 2648 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712649","4571 2649 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712650","4571 2650 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712651-45712652","4571 2651 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712653","4571 2653 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712654-45712655","4571 2654 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712656","4571 2656 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712657","4571 2657 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712658","4571 2658 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712659","4571 2659 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712660","4571 2660 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712661","4571 2661 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712662","4571 2662 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712663","4571 2663 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712664-45712665","4571 2664 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712666","4571 2666 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712667","4571 2667 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712668-45712669","4571 2668 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712670","4571 2670 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712671-45712672","4571 2671 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712673","4571 2673 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712674-45712675","4571 2674 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712676","4571 2676 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712680","4571 2680 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712690","4571 2690 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712700-45712701","4571 2700 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712702-45712704","4571 2702 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712706-45712707","4571 2706 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712709","4571 2709 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712712","4571 2712 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712720","4571 2720 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712730","4571 2730 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712740","4571 2740 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712750","4571 2750 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712752","4571 2752 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712760","4571 2760 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712761","4571 2761 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712762","4571 2762 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712764","4571 2764 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712765","4571 2765 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712766-45712768","4571 2766 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712769","4571 2769 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712770","4571 2770 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712772","4571 2772 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712775","4571 2775 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712776","4571 2776 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712777","4571 2777 XXXX XXXX","DEBIT","Denmark","Master Card"
"nordea","45712778","4571 2778 XXXX XXXX","DEBIT","Denmark","Master Card"
